RunTime,rad,value,ID,coefficients..Intercept.,coefficients.x1,R.squared,std.error..Intercept.,std.error.x1,timepoint
,609,,97,,1.7,,,,june
,668,,97,,1.71,,,,june
,726,,97,,1.7,,,,june
,0,,130,,-0.67,,,,june
,112,,130,,-0.4,,,,june
,180,,130,,0.5,,,,june
,272,,130,,1.34,,,,june
,351,,130,,1.6,,,,june
,430,,130,,1.8,,,,june
,482,,130,,1.6,,,,june
,541,,130,,1.6,,,,june
,609,,130,,1.5,,,,june
,668,,130,,3,,,,june
,726,,130,,1.9,,,,june
,0,,74,,-0.375,,,,june
,112,,74,,0,,,,june
,180,,74,,0.24,,,,june
,272,,74,,0.5,,,,june
,351,,74,,0.88,,,,june
,430,,74,,1.12,,,,june
,482,,74,,1,,,,june
,541,,74,,1.46,,,,june
,609,,74,,1.1,,,,june
,668,,74,,1.1,,,,june
,726,,74,,0.92,,,,june
,0,,70,,-0.421,,,,june
,112,,70,,-0.13,,,,june
,180,,70,,0.18,,,,june
,272,,70,,0.5,,,,june
,351,,70,,0.68,,,,june
,430,,70,,0.66,,,,june
,482,,70,,1.1,,,,june
,541,,70,,0.9,,,,june
,609,,70,,1,,,,june
,668,,70,,0.9,,,,june
,726,,70,,0.88,,,,june
